#TYPE Selected.System.Diagnostics.Process
"Name","Id","Path","MainWindowTitle"
"FL64","13160","D:\FL Studio\FL64.exe","FL Studio 2025"
"fontdrvhost","1764",,""
"fontdrvhost","1772",,""
"GameInputRedistService","24772",,""
"GameManagerService3","4740",,""
"gamingservices","6948",,""
"gamingservicesnet","6972",,""
"GitHubDesktop","16660","C:\Users\Owner\AppData\Local\GitHubDesktop\app-3.5.6\GitHubDesktop.exe",""
"GitHubDesktop","42400","C:\Users\Owner\AppData\Local\GitHubDesktop\app-3.5.6\GitHubDesktop.exe",""
"GitHubDesktop","51992","C:\Users\Owner\AppData\Local\GitHubDesktop\app-3.5.6\GitHubDesktop.exe",""
"GitHubDesktop","58452","C:\Users\Owner\AppData\Local\GitHubDesktop\app-3.5.6\GitHubDesktop.exe","GitHub Desktop"
"GooglePlayGamesServices","39076",,""
"httpd","4664",,""
"httpd","7592",,""
"iCUE","20180","C:\Program Files\Corsair\Corsair iCUE5 Software\iCUE.exe","iCUE"
"Idle","0",,""
"IntelCpHDCPSvc","2296",,""
"IntelGraphicsSoftware.Service","8748",,""
"jhi_service","4688",,""
"Joplin","10348","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe","Joplin"
"Joplin","12716","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe",""
"Joplin","13152","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe",""
"Joplin","13272","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe",""
"Joplin","16620","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe",""
"Joplin","24416","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe",""
"Joplin","29144","C:\Users\Owner\AppData\Local\Programs\Joplin\Joplin.exe",""
"jucheck","12444","C:\Program Files (x86)\Common Files\Java\Java Update\jucheck.exe",""
"jusched","4332","C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe",""
"language_server_windows_x64","47040","c:\Users\Owner\AppData\Local\Programs\Antigravity\resources\app\extensions\antigravity\bin\language_server_windows_x64.exe",""
"language_server_windows_x64","56920","c:\Users\Owner\AppData\Local\Programs\Antigravity\resources\app\extensions\antigravity\bin\language_server_windows_x64.exe",""
"LsaIso","1524",,""
"lsass","1532",,""
"Memory Compression","3052",,""
"MidiSrv","14760",,""
"MpDefenderCoreService","4800",,""
"msedgewebview2","1108","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","2644","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","6140","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","11852","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","15972","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","16200","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","16280","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","16416","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","17184","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","17392","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","18452","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"msedgewebview2","20188","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","22340","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","24100","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","31480","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","31808","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","32284","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"msedgewebview2","33852","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","33904","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"msedgewebview2","38300","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","38328","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","38492","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","38500","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","38564","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","38836","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","39304","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","39528","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\145.0.3800.97\msedgewebview2.exe",""
"msedgewebview2","45292","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"msedgewebview2","48476","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"msedgewebview2","50504","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"msedgewebview2","51172","C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.62\msedgewebview2.exe",""
"MSI.CentralServer","7728",,""
"MSI_Case_Service","4680",,""
"MSI_Central_Service","4672",,""
"MsMpEng","24368",,""
"NgcIso","11040",,""
"NisSrv","3784",,""
"node","33284","C:\Users\Owner\miniconda3\Lib\site-packages\playwright\driver\node.exe",""
"Notepad","46056","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2512.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe","*httpsbonesisuseful.github.iobone-bo - Notepad"
"nvcontainer","4704",,""
"nvcontainer","10680",,""
"nvcontainer","12372","C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe",""
"NVDisplay.Container","2724",,""
"NVDisplay.Container","4232",,""
"OfficeClickToRun","15716",,""
"OneDrive.Sync.Service","42320","C:\Program Files\Microsoft OneDrive\26.032.0217.0003\OneDrive.Sync.Service.exe",""
"pg_ctl","4768",,""
"PhoneExperienceHost","22328","C:\Program Files\WindowsApps\Microsoft.YourPhone_1.26012.101.0_x64__8wekyb3d8bbwe\PhoneExperienceHost.exe",""
"Plex Media Server","2212","D:\Plex Media Server\Plex Media Server.exe",""
"Plex Tuner Service","26444","D:\Plex Media Server\Plex Tuner Service.exe",""
"Plex Update Service","30708",,""
"PlexScriptHost","4240","D:\Plex Media Server\PlexScriptHost.exe",""
"postgres","5940",,""
"postgres","6824",,""
"postgres","6960",,""
"postgres","6980",,""
"postgres","10104",,""
"postgres","10112",,""
"postgres","10120",,""
"powershell","38828","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe",""
"powershell","60064","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe",""
"PresentMonService","10424",,""
"pyrefly","37536","c:\Users\Owner\.antigravity\extensions\meta.pyrefly-0.51.0-win32-x64\bin\pyrefly.exe",""
"python","41528","C:\Users\Owner\miniconda3\python.exe",""
"QmlRenderer","6476","C:\Program Files\Corsair\Corsair iCUE5 Software\QmlRenderer.exe",""
"QtWebEngineProcess","11432","C:\Users\Owner\AppData\Local\VoicemodV3\app\last\QtWebEngineProcess.exe",""
"QtWebEngineProcess","29556","C:\Users\Owner\AppData\Local\VoicemodV3\app\last\QtWebEngineProcess.exe",""
"razer_elevation_service","21836",,""
"RazerAppEngine","4040","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe","RzMonitorForegroundWindow"
"RazerAppEngine","8524","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"RazerAppEngine","19036","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"RazerAppEngine","26724","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"RazerAppEngine","27148","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"RazerAppEngine","27504","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"RazerAppEngine","27808","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"RazerAppEngine","27892","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\RazerAppEngine.exe",""
"Registry","472",,""
"RtkAudUService64","4808",,""
"RtkAudUService64","22812","C:\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_31dd95d009763f70\RtkAudUService64.exe",""
"RuntimeBroker","9924","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","15084","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","15788","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","24712","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","37572","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","43408","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","46600","C:\Windows\System32\RuntimeBroker.exe",""
"RuntimeBroker","53504","C:\Windows\System32\RuntimeBroker.exe",""
"RzEngineMon","7800","C:\Program Files\Razer\RazerAppEngine\app-4.0.660\CommonDLL\RzEngineMon.exe",""
"SDXHelper","29096","C:\Program Files\Microsoft Office\Root\Office16\SDXHelper.exe",""
"SearchHost","14800","C:\WINDOWS\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe",""
"SearchIndexer","12468",,""
"SearchProtocolHost","37396",,""
"Secure System","428",,""
"SecurityHealthService","1344",,""
"service","4620",,""
"services","1504",,""
"ShellExperienceHost","28864","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe",""
"ShellHost","13340","C:\Windows\System32\ShellHost.exe",""
"sihost","12396","C:\WINDOWS\system32\sihost.exe",""
"smss","1072",,""
"SnippingTool","50152","C:\Program Files\WindowsApps\Microsoft.ScreenSketch_11.2601.0.0_x64__8wekyb3d8bbwe\SnippingTool\SnippingTool.exe",""
"spoolsv","4028",,""
"Spotify","432","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe",""
"Spotify","12144","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe",""
"Spotify","23008","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe",""
"Spotify","23372","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe",""
"Spotify","25660","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe",""
"Spotify","26208","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe","Spotify Premium"
"Spotify","30968","C:\Users\Owner\AppData\Roaming\Spotify\Spotify.exe",""
"sqlwriter","4828",,""
"StartMenuExperienceHost","14808","C:\WINDOWS\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe",""
"steam","26032","C:\Program Files (x86)\Steam\steam.exe",""
"steamservice","8532",,""
"steamwebhelper","1228","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe",""
"steamwebhelper","14684","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe",""
"steamwebhelper","16976","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe",""
"steamwebhelper","19004","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe",""
"steamwebhelper","19212","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe","Steam"
"steamwebhelper","20100","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe",""
"steamwebhelper","22588","C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe",""
"svchost","1412",,""
"svchost","1576",,""
"svchost","1732",,""
"svchost","1748",,""
"svchost","1860",,""
"svchost","1920",,""
"svchost","1948",,""
"svchost","2128",,""
"svchost","2184",,""
"svchost","2192",,""
"svchost","2200",,""
"svchost","2324",,""
"svchost","2332",,""
"svchost","2376","C:\WINDOWS\system32\svchost.exe",""
"svchost","2408",,""
"svchost","2424",,""
"svchost","2560",,""
"svchost","2712",,""
"svchost","2816",,""
"svchost","2824",,""
"svchost","2840",,""
"svchost","2848",,""
"svchost","2920",,""
"svchost","2928",,""
"svchost","2936",,""
"svchost","3116",,""
"svchost","3124",,""
